candidate	relevant_yn	sentiment	sentiment_confidence	subject_matter	retweet_count	text	tweet_created	tweet_location	user_timezone
No candidate mentioned	yes	Negative	1	FOX News or Moderators	9	RT @sassyandcowgirl: WTH @megynkelly Do we really give a damn what @DWStweets lies about. #GOPDebates https://t.co/pY8ydiQkyA	8/6/15 21:08		Pacific Time (US & Canada)
No candidate mentioned	yes	Negative	0.7312	FOX News or Moderators	157	"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 21:08		
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 21:08	Marietta	Quito
No candidate mentioned	yes	Negative	0.6889	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 21:07		
No candidate mentioned	yes	Negative	0.3516	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 21:07	Yavapai County	
No candidate mentioned	yes	Negative	1	FOX News or Moderators	9	RT @sassyandcowgirl: WTH @megynkelly Do we really give a damn what @DWStweets lies about. #GOPDebates https://t.co/pY8ydiQkyA	8/6/15 21:07	MO_N _ABE #FinishTheFight USA	Pacific Time (US & Canada)
Donald Trump	yes	Negative	1	Women's Issues (not abortion though)	3	Aaaand #megynfail brings in DNC chair to take down Trump thru women's rights. My gender once again used as fear tool. Ugh #GOPDebates	8/6/15 21:07	Don't irritate me w/ PC	Pacific Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 21:07	mary@maryneilson.com	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	0.6629	FOX News or Moderators	0	"I really wish #JonStewart's last night wasn't on the same night as the #GOPDebates. Dick move, Fox. #JonVoyage"	8/6/15 21:06	"Parma Heights, OH"	Quito
No candidate mentioned	yes	Positive	0.3556	None of the above	3	RT @GallagherPreach: It is just me or can anyone else not wait for SNL this weekend for the debate coverage? #GOPdebates #GOPdebate	8/6/15 21:06		
Donald Trump	yes	Neutral	0.3598	None of the above	0	Trump gave to many politicians because they system is broken.  He is telling us how it works and says it is wrong.  #GOPDebates	8/6/15 21:06	"Indiana, U.S.A."	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	0.6691	FOX News or Moderators	9	RT @sassyandcowgirl: WTH @megynkelly Do we really give a damn what @DWStweets lies about. #GOPDebates https://t.co/pY8ydiQkyA	8/6/15 21:06		
No candidate mentioned	yes	Negative	0.6629	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 21:06	Natural Born~USA	Central Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 21:06	Texas 	Mountain Time (US & Canada)
Donald Trump	yes	Negative	1	FOX News or Moderators	73	RT @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump #GOPDebate  #GOPDebates ___	8/6/15 21:06		
No candidate mentioned	yes	Negative	0.6819	None of the above	0	WTF is wrong with @DWStweets? Her issues are not real issues. Her issues cause division and don't solve anything. #GOPDebates #tcot #GOP	8/6/15 21:06	Texas	Central Time (US & Canada)
No candidate mentioned	yes	Negative	0.6629	None of the above	2	RT @deancameron: How many famous people petulantly threatened to move to Canada if one of the debaters won? #GOPDebate #GOPDebates	8/6/15 21:05	"Sioux Falls, SD"	Central Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 21:05	"Georgia, USA"	
No candidate mentioned	yes	Negative	0.6364	FOX News or Moderators	157	"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 21:05		
No candidate mentioned	yes	Negative	0.6703	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 21:05	South Florida	Eastern Time (US & Canada)
Donald Trump	yes	Negative	1	FOX News or Moderators	73	RT @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump #GOPDebate  #GOPDebates ___	8/6/15 21:05	Ooooooklahoma	
No candidate mentioned	yes	Neutral	0.3298	None of the above	0	Oh ya the way to get swing voters over to Democrat side is to have Debbie Wasserman Schultz complaints ugh #GOPDebates	8/6/15 21:05	Universe 	Atlantic Time (Canada)
Donald Trump	yes	Negative	1	FOX News or Moderators	6	RT @TrotAlex: Sorry @edhenry I was not offended by @realDonaldTrump ! As a woman I was offended by @megynkelly !!! #GOPDebates #KellyFile	8/6/15 21:05		
No candidate mentioned	yes	Negative	1	Jobs and Economy	0	#GOPDebates #GOP2016 plan on building up military and cut taxes. How ya gonna pay for it? Bake sale? Steal more from SS?	8/6/15 21:04	moved from CA to NC	
No candidate mentioned	yes	Negative	1	FOX News or Moderators	155	RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. ___  #GOPDebate  #GOPDebates	8/6/15 21:04	Republic of Texas	Central Time (US & Canada)
No candidate mentioned	yes	Positive	1	None of the above	66	RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.	8/6/15 21:04	DE 	Eastern Time (US & Canada)
Donald Trump	yes	Negative	0.6564	None of the above	134	RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. ___ #GOPDebate__	8/6/15 21:04		
No candidate mentioned	yes	Negative	1	Immigration	2	"RT @SupermanHotMale: Hey #GopDebates, Ronald Reagan has no relationship to you assholes, he pardoned millions of mexican americans #BOOM"	8/6/15 21:04	"Longview, WA"	
No candidate mentioned	yes	Negative	0.6239	Immigration	2	"RT @SupermanHotMale: Hey #GopDebates, Ronald Reagan has no relationship to you assholes, he pardoned millions of mexican americans #BOOM"	8/6/15 21:04	"Washington St., USA"	
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 21:04	The Sooner State 	Mountain Time (US & Canada)
Jeb Bush	yes	Negative	1	None of the above	0	I don't like him. I'm not his friend. I'm not gonna call him by his nickname. It's John Bush not fucking Jeb Bush. #GOPDebates #enoughbush	8/6/15 21:03	Standing right behind you.	Eastern Time (US & Canada)
No candidate mentioned	yes	Positive	1	None of the above	66	RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.	8/6/15 21:03	"Philadelphia, PA"	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	0.3578	None of the above	5	RT @b140tweet: Rip  #AnnRichards... She has it right.. We needed her for President #GOPDEBATES #STOPRUSH http://t.co/uw5AXjzMXC	8/6/15 21:03	"East Lansdowne, United States"	Atlantic Time (Canada)
Donald Trump	yes	Negative	0.6458	FOX News or Moderators	73	RT @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump #GOPDebate  #GOPDebates ___	8/6/15 21:03	NJ	Eastern Time (US & Canada)
Donald Trump	yes	Negative	0.6477	FOX News or Moderators	0	#FoxDebates hates Trump because he doesn't need Koch money. #GOPDebates	8/6/15 21:03	"Kansas, USA"	Pacific Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	9	WTH @megynkelly Do we really give a damn what @DWStweets lies about. #GOPDebates https://t.co/pY8ydiQkyA	8/6/15 21:03	Red-Hip-Cowgirl in Blue State	Pacific Time (US & Canada)
No candidate mentioned	yes	Negative	1	Religion	12	"RT @SalMasekela: These self righteous hypocrites, trying to out God each other. Shameless. #GOPDebates"	8/6/15 21:03	maybe Austin	Central Time (US & Canada)
Ben Carson	yes	Positive	1	None of the above	1	RT @UnseeingEyes: In the #GOPDebates ...@CarlyFiorina &amp; @RealBenCarson are the only two candidates I'd invite to my home for a great meal.	8/6/15 21:03	"VA, DC, WV, NC, NJ, NY"	Eastern Time (US & Canada)
Donald Trump	yes	Negative	0.7174	None of the above	3	RT @mette_mariek: Donald Trump is @eddiepepitone's best character ever. #GOPDebates	8/6/15 21:03	the happy valley	Eastern Time (US & Canada)
Donald Trump	yes	Positive	0.663	Immigration	105	"RT @RWSurferGirl: Trump has got it right, nobody would talk about immigration, not untill be brought it up. #GOPDebate #GOPDebates"	8/6/15 21:03	illinois	
No candidate mentioned	yes	Negative	1	FOX News or Moderators	132	RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates ___	8/6/15 21:02	America	
No candidate mentioned	yes	Positive	0.7037	None of the above	3	RT @MelissaFwu: Kicking off our #GOPDebates Watch Party with @scarlett_0hara #LeadRight2016 http://t.co/FCmSZqX77R	8/6/15 21:02	Texas	
No candidate mentioned	yes	Neutral	0.3387	None of the above	3	RT @MelissaFwu: Our watch party minutes before the #GOPDebates begin! #LeadRight2016 http://t.co/roeUk2NuEU	8/6/15 21:02	Texas	
No candidate mentioned	yes	Neutral	0.6522	Foreign Policy	2		8/6/15 21:02	"Dhahran, Saudi Arabia"	
Scott Walker	yes	Neutral	0.664	None of the above	0	So far: first 2 campaigns to email me after the debate are @CarlyFiorina and @ScottWalker. Organization matters. #GOPDebates	8/6/15 21:02	"T: 35.9576,-78.550482"	Central Time (US & Canada)
No candidate mentioned	yes	Positive	1	None of the above	66	RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.	8/6/15 21:02	California	Pacific Time (US & Canada)
No candidate mentioned	yes	Negative	0.6818	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 21:01	WhereYouLeastExpectMe	
No candidate mentioned	yes	Negative	0.6739	None of the above	5	RT @Izac_Wright: THIS HAPPENED: Not a single mention of #votingrights on #VRA50 in tonight_s #GOPdebates	8/6/15 21:01	Springdale AR	Mountain Time (US & Canada)
No candidate mentioned	yes	Positive	0.6739	None of the above	66	RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.	8/6/15 21:01	Lima / Per_	Greenland
Donald Trump	yes	Negative	1	None of the above	278	RT @ericstonestreet: Trump has Cam hands. #GOPDebates	8/6/15 21:01	"Bergenfield, NJ"	
No candidate mentioned	yes	Negative	0.6769	None of the above	0	Last thing to care about #GOPDebate #GOPDebates #usa	8/6/15 21:01	Egypt	Cairo
No candidate mentioned	yes	Neutral	0.6571	None of the above	0	"@Rocket_Gamera Pretty close to it, I'd say.  In the meantime, where were we?  Ah, comparing precious metal investments #GOPDebates"	8/6/15 21:00		Arizona
Jeb Bush	yes	Neutral	0.3371	Immigration	21		8/6/15 21:00	America	
No candidate mentioned	yes	Neutral	0.34	None of the above	2	RT @ElliePTweet: Any one of these guys on his worst day is better than any democrat on their best day. #leadright2016 #GOPDebates	8/6/15 21:00	"Greensboro, North Carolina"	Atlantic Time (Canada)
Ben Carson	yes	Positive	1	None of the above	8	"RT @KentPavelka: Three best performance in the #GOPDebates (in no order), IMHO:  Carly Fiorina &amp; Ben Carson &amp; Marco Rubio."	8/6/15 21:00	"Dakota City, Nebraska"	Central Time (US & Canada)
Jeb Bush	yes	Negative	1	Foreign Policy	0	The fact that Jeb won't support his brother's decision to go Iraq is not something I like. You back your family.  #GOPDebates	8/6/15 21:00	"Indiana, U.S.A."	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	0.6513	None of the above	14	RT @monaeltahawy: TwitterLand: has God spoken to you about the #GOPDebates? What did she say?	8/6/15 21:00	AmericaLand/ MaghrebiWorld	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	0.6882	Racial issues	21	RT @monaeltahawy: Can someone send this to #GOPDebates #BlackLivesMatter http://t.co/Jc9jhrrCPw	8/6/15 21:00	Georgia College_ҏ #21	
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 21:00	"Kalamazoo, Michigan"	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	0.6957	FOX News or Moderators	4		8/6/15 20:59	USA	Arizona
Donald Trump	yes	Negative	0.6737	FOX News or Moderators	73	RT @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump #GOPDebate  #GOPDebates ___	8/6/15 20:59	Kansas	Central Time (US & Canada)
No candidate mentioned	yes	Negative	0.6613	None of the above	5	RT @Izac_Wright: THIS HAPPENED: Not a single mention of #votingrights on #VRA50 in tonight_s #GOPdebates	8/6/15 20:59	Little Rock	Central Time (US & Canada)
No candidate mentioned	yes	Negative	0.6774	FOX News or Moderators	2	"3:15 hr #Learjet flight earlier, #Dallas to #Monterrey #California. Missed the #GOPDebates, who shined? @Lrihendry @healthandcents @jjauthor"	8/6/15 20:59	Republic of Texas	Central Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:58	NC	
No candidate mentioned	yes	Positive	0.6536	FOX News or Moderators	0	@nytopinion @FrankBruni the fact that MODERATORS are attacking Candidates shows it is not a debate but a large group interview.#GOPDebates	8/6/15 20:58		Atlantic Time (Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:58		Pacific Time (US & Canada)
Donald Trump	yes	Negative	0.6703	FOX News or Moderators	0	@megynkelly Stop whining about Trumps comment to you... You obviously set out to attack him &amp; got a little back. Deal with it! #GOPDebates	8/6/15 20:58	Oklahoma	Central Time (US & Canada)
Donald Trump	yes	Negative	0.642	FOX News or Moderators	2	"RT @Samstwitch: Wow, everybody's tweeting about @FoxNews', @megynkelly's bad treatment of @realDonaldTrump and #GOPDebates!  Agreed!"	8/6/15 20:58		
Ben Carson	yes	Positive	0.6634	None of the above	0	"I didn't see a clear winner in the 9:00 #GOPDebates but several had some good moments; Ben Carson, Ted Cruz.  Didn't think Trump did well."	8/6/15 20:58	I proudly live in the South	Hawaii
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:58	NAHS '14 	Pacific Time (US & Canada)
No candidate mentioned	yes	Neutral	0.3263		1	"RT @BlkPoliticSport: Nothing about civil rights, police brutality, nor gun reform either. #GOPDebates @BernieSanders #Bernie2016 http://t.c__"	8/6/15 20:58	"Northern New Jersey, USA"	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	0.3407	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:58	"T: 39.759084,-77.09557"	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:58		Atlantic Time (Canada)
Jeb Bush	yes	Negative	0.6202	None of the above	0	"bahahaaaaaaHA!!""@RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. ___ #GOPDebate  #GOPDebates"""	8/6/15 20:58		Central Time (US & Canada)
No candidate mentioned	yes	Negative	1	Women's Issues (not abortion though)	2	RT @KateAronoff: Who hates women the most? GO. #GOPDebates	8/6/15 20:58	"CT, planet Earth"	Eastern Time (US & Canada)
Ted Cruz	yes	Negative	1	Foreign Policy	0	Has Ted Cruz never heard of anwar al-awlaki and samir khan? #gopdebates #FoxDebate	8/6/15 20:58	San Antonio	Mountain Time (US & Canada)
No candidate mentioned	yes	Negative	0.6477	Gun Control	1	"Nothing about civil rights, police brutality, nor gun reform either. #GOPDebates @BernieSanders #Bernie2016 http://t.co/GlsF7RT8S6"	8/6/15 20:58	shaolin- 36 chambers  	Eastern Time (US & Canada)
Ben Carson	yes	Negative	0.6778	None of the above	0	"It seems like Ben Carson did a good job, but lacks the insights and depth of knowledge needed for a President #GOPDebates"	8/6/15 20:58	Global	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:57		
Donald Trump	yes	Positive	0.6947	Immigration	105	"RT @RWSurferGirl: Trump has got it right, nobody would talk about immigration, not untill be brought it up. #GOPDebate #GOPDebates"	8/6/15 20:57		
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:57		
No candidate mentioned	yes	Negative	1	Racial issues	21	RT @monaeltahawy: Can someone send this to #GOPDebates #BlackLivesMatter http://t.co/Jc9jhrrCPw	8/6/15 20:57	Land of the Bunurong 	Melbourne
No candidate mentioned	yes	Neutral	0.6495	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:57	"Waterbury Center, VT"	
No candidate mentioned	yes	Negative	0.6667	None of the above	0	.@seanspicer looks like he has a broom handle 1 foot up his ass talking to @andersoncooper on @cnn #GOPdebates	8/6/15 20:57		
Donald Trump	yes	Positive	1	Immigration	105	"RT @RWSurferGirl: Trump has got it right, nobody would talk about immigration, not untill be brought it up. #GOPDebate #GOPDebates"	8/6/15 20:57		Mountain Time (US & Canada)
No candidate mentioned	yes	Negative	0.6903	None of the above	43	RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. ___ #GOPDebate  #GOPDebates	8/6/15 20:56	San Antonio	Central Time (US & Canada)
Chris Christie	yes	Negative	0.6598	None of the above	0	Chris Christie and Rand Paul got really nasty with each other.   That was fun. Made Trump look meek.  #GOPDebates	8/6/15 20:56	"Indiana, U.S.A."	Eastern Time (US & Canada)
Donald Trump	yes	Negative	0.6923	FOX News or Moderators	6	RT @TrotAlex: Sorry @edhenry I was not offended by @realDonaldTrump ! As a woman I was offended by @megynkelly !!! #GOPDebates #KellyFile	8/6/15 20:56	smyrna ga	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	157	"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 20:56	in the almost communist USA	Quito
Rand Paul	yes	Negative	1	None of the above	5	"RT @SalMasekela: Rand Paul should have gone with, 'I've got curly hair!' and dropped the mic. #GOPDebates"	8/6/15 20:56	New York	Hawaii
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:56	Texas	
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:56	"East side of Vineland, NJ"	
Donald Trump	yes	Negative	0.6332	FOX News or Moderators	6	RT @TrotAlex: Sorry @edhenry I was not offended by @realDonaldTrump ! As a woman I was offended by @megynkelly !!! #GOPDebates #KellyFile	8/6/15 20:56	the internet	Mazatlan
Donald Trump	yes	Positive	0.6757	None of the above	1	RT @mcgrudder: #GOP2016debate #GOPDebate #GOPDebates #Trump2016 #Trump2016 Trump has the GOP scared.  They don't control him.  He talks abo__	8/6/15 20:56		
No candidate mentioned	yes	Neutral	0.618		0	"Had a productive workday, intense work out, see a bit of @ProjectRunway, live tweet both #GOPDebates &amp; watch @megynkelly recap #goals"	8/6/15 20:56		Hawaii
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:56		
No candidate mentioned	yes	Negative	0.6977	FOX News or Moderators	3	RT @david_w_ross: So here I am watching the jerry springer show and suddenly realized it's the #foxnews #GOPdebates !?	8/6/15 20:55	Utah	Pacific Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:55	USA	
Ben Carson	yes	Positive	0.3494	None of the above	10	"RT @kwrcrow: Dr. Carson remark on DC having half a brain, best line #GOPDebates."	8/6/15 20:55	Birmingham	
No candidate mentioned	yes	Negative	0.6739	FOX News or Moderators	3	RT @david_w_ross: So here I am watching the jerry springer show and suddenly realized it's the #foxnews #GOPdebates !?	8/6/15 20:55	Seattle & LA	Pacific Time (US & Canada)
No candidate mentioned	yes	Negative	1	Foreign Policy	4	RT @Lukewearechange: where is this evidence that these hacks talk about when it comes to Syria #GOPDebates	8/6/15 20:55	west sacramento	
Rand Paul	yes	Neutral	0.6337	None of the above	5	"RT @SupermanHotMale: No, Rand Paul does not have a budget, he has budgets... multiple sets of books? Yep... #GopDebates"	8/6/15 20:55	a blue state 	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:55	"Niagara Falls,NY"	Pacific Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:55		
No candidate mentioned	yes	Negative	0.3784	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:55		
No candidate mentioned	yes	Positive	1	None of the above	66	RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.	8/6/15 20:55	"Long Beach, Ca"	
No candidate mentioned	yes	Negative	0.6867	None of the above	0	Didnt get to watch the debate-watching the recap..if I did I would be stressed out watching some of these ppl! #painful #GOPDebates @CNN	8/6/15 20:55	New York	Eastern Time (US & Canada)
Donald Trump	yes	Negative	1	FOX News or Moderators	2	"Wow, everybody's tweeting about @FoxNews', @megynkelly's bad treatment of @realDonaldTrump and #GOPDebates!  Agreed!"	8/6/15 20:55	"Fort Worth, Texas"	Central Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:55	"Register, Georgia"	Eastern Time (US & Canada)
Donald Trump	yes	Positive	1	None of the above	1	#GOP2016debate #GOPDebate #GOPDebates #Trump2016 #Trump2016 Trump has the GOP scared.  They don't control him.  He talks about needed issues	8/6/15 20:55		
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:55	South	Central Time (US & Canada)
Donald Trump	yes	Positive	1	Immigration	105	"RT @RWSurferGirl: Trump has got it right, nobody would talk about immigration, not untill be brought it up. #GOPDebate #GOPDebates"	8/6/15 20:55	"Ottawa, Canada; Austin, Texas"	Atlantic Time (Canada)
Chris Christie	yes	Negative	0.6639	None of the above	0	Chris Christie and Lindsey Graham seem to want more power to spy on America.  #GOPDebates	8/6/15 20:54	"Indiana, U.S.A."	Eastern Time (US & Canada)
Rand Paul	yes	Neutral	0.6843	None of the above	5	"RT @SupermanHotMale: No, Rand Paul does not have a budget, he has budgets... multiple sets of books? Yep... #GopDebates"	8/6/15 20:54	"Screwston, Texas"	Central Time (US & Canada)
Donald Trump	yes	Positive	1	Immigration	105	"RT @RWSurferGirl: Trump has got it right, nobody would talk about immigration, not untill be brought it up. #GOPDebate #GOPDebates"	8/6/15 20:54	"Niagara Region, Ontario CA"	
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:54	@FWBuster2 backup acct.	Central Time (US & Canada)
No candidate mentioned	yes	Neutral	0.643	FOX News or Moderators	3	So here I am watching the jerry springer show and suddenly realized it's the #foxnews #GOPdebates !?	8/6/15 20:54	LA/London	Pacific Time (US & Canada)
No candidate mentioned	yes	Negative	0.6495	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:54	"Las Vegas, NV"	Pacific Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:54	Alturas CA	Eastern Time (US & Canada)
No candidate mentioned	yes	Neutral	0.6702	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:54	Colorado	
Donald Trump	yes	Neutral	0.3441	FOX News or Moderators	6	RT @TrotAlex: Sorry @edhenry I was not offended by @realDonaldTrump ! As a woman I was offended by @megynkelly !!! #GOPDebates #KellyFile	8/6/15 20:53		Central Time (US & Canada)
No candidate mentioned	yes	Negative	0.6802	FOX News or Moderators	120	RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? ___ #GOPDebate  __	8/6/15 20:53		
Donald Trump	yes	Negative	0.6526	FOX News or Moderators	6	RT @TrotAlex: Sorry @edhenry I was not offended by @realDonaldTrump ! As a woman I was offended by @megynkelly !!! #GOPDebates #KellyFile	8/6/15 20:53	USA	America/New_York
No candidate mentioned	yes	Negative	0.3563	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:53		Central Time (US & Canada)
No candidate mentioned	yes	Negative	0.6731	None of the above	43	RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. ___ #GOPDebate  #GOPDebates	8/6/15 20:53		
No candidate mentioned	yes	Negative	1	None of the above	2	How many famous people petulantly threatened to move to Canada if one of the debaters won? #GOPDebate #GOPDebates	8/6/15 20:53	"los angeles, ca"	Pacific Time (US & Canada)
Donald Trump	yes	Negative	1	FOX News or Moderators	134	RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. ___ #GOPDebate__	8/6/15 20:53		Eastern Time (US & Canada)
Donald Trump	yes	Negative	0.6318	FOX News or Moderators	6	RT @TrotAlex: Sorry @edhenry I was not offended by @realDonaldTrump ! As a woman I was offended by @megynkelly !!! #GOPDebates #KellyFile	8/6/15 20:53	New England	Eastern Time (US & Canada)
Donald Trump	yes	Positive	0.6907	None of the above	1	"RT @devindwyer: ""Anyone have any more questions?"" #TrumpCrush #GOPdebates http://t.co/bDUX3nKyTe"	8/6/15 20:53	"New York, NY and on a __"	Eastern Time (US & Canada)
Rand Paul	yes	Negative	1	None of the above	5	"RT @SupermanHotMale: No, Rand Paul does not have a budget, he has budgets... multiple sets of books? Yep... #GopDebates"	8/6/15 20:53	Teacher of the Year 2015 	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:53		
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:52		
